,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,min,median,max,mean/std
234,male,group C,bachelor's degree,standard,completed,98.76373099215697,82.0,84.0,82.0,83.0,98.76373099215697,85.95/7.21
235,male,group D,associate's degree,standard,none,64.1069880250028,75.0,77.0,64.1069880250028,69.5534940125014,77.0,69.95/5.99
236,male,group D,bachelor's degree,free/reduced,none,82.46241389499845,66.0,67.0,66.0,66.5,82.46241389499845,69.59/7.21
237,female,group D,some high school,standard,completed,69.40315978770981,60.0,74.0,60.0,64.7015798938549,74.0,65.62/6.09
238,male,group B,some college,standard,none,86.16325482205582,52.0,51.0,51.0,51.5,86.16325482205582,58.33/15.56
239,male,group C,associate's degree,standard,none,64.38557397881411,80.0,80.0,64.38557397881411,72.19278698940705,80.0,72.19/7.81
240,male,group D,high school,free/reduced,completed,88.37775079597745,68.0,66.0,66.0,67.0,88.37775079597745,71.08/9.71
241,female,group E,bachelor's degree,standard,none,97.84317985454568,83.0,83.0,83.0,83.0,97.84317985454568,85.97/6.64
242,female,group D,high school,standard,none,98.26501408248356,52.0,55.0,52.0,53.5,98.26501408248356,62.15/20.23
243,male,group E,some college,standard,none,64.38148475902622,51.0,43.0,43.0,47.0,64.38148475902622,49.68/8.86
244,male,group D,some high school,standard,none,79.5518663991712,74.0,69.0,69.0,71.5,79.5518663991712,72.61/4.4
245,male,group C,associate's degree,standard,none,96.35465259826526,76.0,71.0,71.0,73.5,96.35465259826526,77.57/10.7
246,male,group E,associate's degree,standard,none,89.35554986012997,76.0,74.0,74.0,75.0,89.35554986012997,77.67/6.58
247,female,group B,high school,standard,completed,92.97684521139288,70.0,68.0,68.0,69.0,92.97684521139288,73.6/10.87
248,female,group B,high school,standard,none,90.31823392156484,64.0,62.0,62.0,63.0,90.31823392156484,68.26/12.36
249,male,group C,high school,standard,none,84.45552886330672,60.0,53.0,53.0,56.5,84.45552886330672,61.39/13.22
250,male,group A,some high school,standard,completed,58.696304632159055,49.0,49.0,49.0,49.0,58.696304632159055,50.94/4.34
251,female,group D,some college,free/reduced,none,62.853066056678834,83.0,83.0,62.853066056678834,72.92653302833942,83.0,72.93/10.07
252,female,group B,some high school,standard,completed,61.8641260894458,70.0,70.0,61.8641260894458,65.9320630447229,70.0,65.93/4.07
253,male,group D,master's degree,standard,none,56.286743419546326,80.0,72.0,56.286743419546326,64.14337170977316,80.0,65.74/10.29
254,male,group D,high school,standard,none,78.01931213693938,52.0,52.0,52.0,52.0,78.01931213693938,57.2/11.64
255,female,group E,some college,standard,none,82.08548619653911,73.0,70.0,70.0,71.5,82.08548619653911,73.32/5.06
256,female,group C,associate's degree,free/reduced,none,65.82148149721435,73.0,68.0,65.82148149721435,66.91074074860717,73.0,67.91/2.98
257,male,group C,associate's degree,standard,completed,73.66515060783556,77.0,77.0,73.66515060783556,75.33257530391778,77.0,75.33/1.67
258,female,group B,some college,standard,none,82.49026523143792,75.0,78.0,75.0,76.5,82.49026523143792,77.4/3.11
259,female,group C,master's degree,free/reduced,completed,96.00386617083304,81.0,81.0,81.0,81.0,96.00386617083304,84.0/6.71
260,female,group C,some high school,free/reduced,completed,97.48079801668489,79.0,77.0,77.0,78.0,97.48079801668489,81.7/8.86
261,male,group C,some college,standard,completed,67.16814463531338,79.0,78.0,67.16814463531338,72.58407231765669,79.0,72.78/5.68
262,female,group C,some high school,free/reduced,none,71.4489975865087,50.0,51.0,50.0,50.5,71.4489975865087,54.59/9.43
263,female,group E,high school,standard,none,65.43278880926614,93.0,90.0,65.43278880926614,77.71639440463306,93.0,78.32/13.08
264,male,group D,high school,standard,none,72.27735603616199,73.0,68.0,68.0,70.138678018081,73.0,70.28/2.33
265,male,group D,some high school,free/reduced,none,84.74239090478531,42.0,41.0,41.0,41.5,84.74239090478531,50.05/19.4
266,female,group C,bachelor's degree,standard,none,96.87686713776634,75.0,81.0,75.0,78.0,96.87686713776634,81.18/9.12
267,female,group D,high school,standard,none,90.96676982076484,72.0,77.0,72.0,74.5,90.96676982076484,77.29/7.92
268,female,group D,associate's degree,standard,completed,70.64772775296954,92.0,95.0,70.64772775296954,81.32386387648478,95.0,81.92/11.48
269,female,group E,some college,free/reduced,none,62.48913836752808,76.0,70.0,62.48913836752808,66.24456918376404,76.0,67.44/5.71
270,male,group C,bachelor's degree,standard,none,79.2067703417392,63.0,61.0,61.0,62.0,79.2067703417392,65.24/7.85
271,male,group C,some college,standard,none,75.90544378612641,49.0,42.0,42.0,45.5,75.90544378612641,50.88/14.29
272,female,group D,associate's degree,free/reduced,none,85.50786119396481,53.0,58.0,53.0,55.5,85.50786119396481,61.0/13.86
273,female,group D,some college,standard,none,76.66187146570311,70.0,71.0,70.0,70.5,76.66187146570311,71.63/2.84
274,male,group B,some college,standard,completed,98.95485343125858,85.0,76.0,76.0,80.5,98.95485343125858,83.29/9.52
275,male,group C,bachelor's degree,standard,none,79.49194367956257,78.0,73.0,73.0,75.5,79.49194367956257,75.8/2.93
276,female,group C,some high school,standard,completed,90.1513494626448,92.0,93.0,90.1513494626448,91.07567473132241,93.0,91.28/1.23
277,female,group E,high school,standard,completed,94.96848501984026,63.0,75.0,63.0,69.0,94.96848501984026,72.99/13.25
278,female,group C,some high school,free/reduced,none,59.8406027591044,86.0,80.0,59.8406027591044,69.9203013795522,86.0,71.12/11.79
279,male,group B,bachelor's degree,free/reduced,none,72.2707357241129,56.0,57.0,56.0,56.5,72.2707357241129,59.55/7.12
280,male,group D,high school,standard,none,83.5228982852949,52.0,42.0,42.0,47.0,83.5228982852949,53.3/17.39
281,male,group D,high school,standard,none,81.25276575022876,48.0,46.0,46.0,47.0,81.25276575022876,53.65/15.45
282,female,group D,bachelor's degree,free/reduced,none,75.73974179212814,79.0,84.0,75.73974179212814,77.36987089606407,84.0,78.37/3.43
283,female,group D,some college,free/reduced,completed,83.25267056382457,78.0,78.0,78.0,78.0,83.25267056382457,79.05/2.35
284,female,group B,some high school,standard,none,65.0421304736962,46.0,46.0,46.0,46.0,65.0421304736962,49.81/8.52
285,male,group B,associate's degree,standard,completed,86.62766112733695,82.0,82.0,82.0,82.0,86.62766112733695,82.93/2.07
286,male,group E,associate's degree,standard,completed,85.61954244640543,82.0,88.0,82.0,83.80977122320272,88.0,84.29/2.56
287,female,group B,some high school,standard,none,70.53146830871805,89.0,82.0,70.53146830871805,76.26573415435902,89.0,77.67/7.92
288,male,group B,bachelor's degree,free/reduced,none,89.13790037520914,75.0,76.0,75.0,75.5,89.13790037520914,78.13/6.17
289,male,group E,some high school,standard,completed,95.24643716147438,76.0,77.0,76.0,76.5,95.24643716147438,80.15/8.45
290,male,group C,associate's degree,standard,none,93.37834086583946,70.0,68.0,68.0,69.0,93.37834086583946,73.68/11.05
291,male,group D,some high school,standard,none,65.78719236493016,73.0,70.0,65.78719236493016,67.89359618246507,73.0,68.49/3.07
292,male,group C,some high school,standard,completed,81.44389599241268,60.0,57.0,57.0,58.5,81.44389599241268,62.79/10.5
293,female,group E,bachelor's degree,standard,none,84.0588648437532,73.0,75.0,73.0,74.0,84.0588648437532,75.81/4.68
294,male,group D,high school,free/reduced,completed,63.31276428450768,77.0,80.0,63.31276428450768,70.15638214225385,80.0,70.76/7.67
295,male,group B,associate's degree,free/reduced,none,91.03198956004373,62.0,60.0,60.0,61.0,91.03198956004373,66.81/13.57
296,male,group A,some high school,standard,completed,96.2373588135739,41.0,43.0,41.0,42.0,96.2373588135739,52.65/24.38
297,male,group E,associate's degree,standard,completed,95.20917004416842,74.0,68.0,68.0,71.0,95.20917004416842,75.24/11.44
298,male,group C,high school,free/reduced,completed,68.0331882721818,46.0,50.0,46.0,48.0,68.0331882721818,51.61/9.33
299,male,group D,associate's degree,free/reduced,none,56.410585165967376,87.0,75.0,56.410585165967376,65.70529258298369,87.0,68.11/13.08
300,male,group A,some college,free/reduced,completed,67.13382518532188,78.0,81.0,67.13382518532188,72.56691259266094,81.0,73.17/6.28
301,male,group D,some high school,free/reduced,none,62.35766063924633,54.0,52.0,52.0,53.0,62.35766063924633,54.67/4.38
302,female,group C,associate's degree,standard,completed,68.82149010369685,84.0,81.0,68.82149010369685,74.91074505184842,84.0,75.51/6.93
303,male,group B,associate's degree,standard,none,67.7142820495838,76.0,64.0,64.0,65.8571410247919,76.0,67.51/4.99
304,female,group C,associate's degree,standard,completed,94.42275206164982,75.0,83.0,75.0,79.0,94.42275206164982,81.28/8.06
305,male,group A,some college,standard,none,78.38010899885326,67.0,69.0,67.0,68.0,78.38010899885326,69.88/4.83
306,male,group E,some college,standard,completed,74.29439611558226,87.0,81.0,74.29439611558226,77.64719805779113,87.0,78.85/5.34
307,male,group C,some high school,standard,none,94.71317698565116,52.0,44.0,44.0,48.0,94.71317698565116,56.54/21.59
308,female,group B,associate's degree,free/reduced,none,91.90665302292231,71.0,67.0,67.0,69.0,91.90665302292231,73.18/10.6
309,female,group D,high school,free/reduced,none,88.07483675194362,57.0,52.0,52.0,54.5,88.07483675194362,60.71/15.43
310,female,group B,associate's degree,standard,none,90.16353189706956,76.0,80.0,76.0,78.0,90.16353189706956,80.03/5.9
311,male,group B,bachelor's degree,standard,none,68.93080068416921,60.0,57.0,57.0,58.5,68.93080068416921,60.29/4.99
312,male,group D,bachelor's degree,standard,completed,88.84050365807605,61.0,68.0,61.0,64.5,88.84050365807605,68.67/11.64
313,female,group C,associate's degree,free/reduced,completed,95.48387344692192,67.0,69.0,67.0,68.0,95.48387344692192,73.3/12.43
314,female,group C,bachelor's degree,standard,completed,88.43095333690536,64.0,75.0,64.0,69.5,88.43095333690536,72.19/10.16
315,male,group C,high school,standard,none,68.33680604542143,66.0,65.0,65.0,65.5,68.33680604542143,65.97/1.39
316,female,group D,master's degree,standard,completed,93.40557058206365,82.0,91.0,82.0,86.5,93.40557058206365,86.98/5.18
317,male,group C,associate's degree,standard,none,91.15285000903762,72.0,78.0,72.0,75.0,91.15285000903762,77.63/7.96
318,male,group B,bachelor's degree,standard,none,91.88040835764976,71.0,69.0,69.0,70.0,91.88040835764976,74.18/9.93
319,female,group D,associate's degree,free/reduced,none,78.8632683704214,65.0,63.0,63.0,64.0,78.8632683704214,66.77/6.81
320,female,group C,high school,free/reduced,completed,95.51075572458282,79.0,84.0,79.0,81.5,95.51075572458282,83.8/6.87
321,female,group E,high school,standard,none,98.995082221521,86.0,79.0,79.0,82.5,98.995082221521,85.1/8.29
322,female,group C,some college,standard,none,97.7207450558362,81.0,80.0,80.0,80.5,97.7207450558362,83.84/7.77
323,female,group C,some high school,free/reduced,none,85.13541246239437,53.0,53.0,53.0,53.0,85.13541246239437,59.43/14.37
324,female,group C,high school,free/reduced,none,60.15418227785987,46.0,43.0,43.0,44.5,60.15418227785987,47.33/7.28
325,female,group C,some college,standard,none,60.880274225963824,90.0,94.0,60.880274225963824,75.44013711298192,94.0,76.24/15.63
326,male,group C,some college,standard,none,84.3264018272843,61.0,62.0,61.0,61.5,84.3264018272843,65.97/10.27
327,male,group A,some college,free/reduced,none,75.84988525082676,23.0,19.0,19.0,21.0,75.84988525082676,31.57/24.81
328,male,group C,associate's degree,standard,completed,56.24032425903661,75.0,77.0,56.24032425903661,65.6201621295183,77.0,66.02/9.91
329,female,group B,some high school,standard,none,92.5360254627762,55.0,51.0,51.0,53.0,92.5360254627762,60.51/17.98
330,male,group C,high school,standard,none,79.92564245755887,60.0,61.0,60.0,60.5,79.92564245755887,64.29/8.75
331,male,group C,associate's degree,standard,none,62.29675869994252,37.0,35.0,35.0,36.0,62.29675869994252,41.06/11.9
332,male,group E,associate's degree,standard,completed,63.738337190245474,56.0,53.0,53.0,54.5,63.738337190245474,56.05/4.48
333,male,group B,associate's degree,standard,none,97.66020074457968,78.0,81.0,78.0,79.5,97.66020074457968,82.83/8.38
334,female,group C,bachelor's degree,standard,none,60.66149172742968,93.0,95.0,60.66149172742968,76.83074586371484,95.0,77.23/16.69
335,female,group B,some college,free/reduced,none,95.179970107286,68.0,66.0,66.0,67.0,95.179970107286,72.44/12.74
336,male,group D,some high school,standard,completed,83.55880140186801,70.0,69.0,69.0,69.5,83.55880140186801,72.21/6.36
337,male,group C,associate's degree,standard,none,63.01020732702766,51.0,43.0,43.0,47.0,63.01020732702766,49.4/8.3
338,female,group B,some high school,free/reduced,none,68.03854064724717,38.0,27.0,27.0,32.5,68.03854064724717,38.51/17.13
339,female,group D,some high school,free/reduced,completed,98.319722115887,55.0,60.0,55.0,57.5,98.319722115887,65.16/18.65
340,male,group C,high school,free/reduced,none,80.34024435405816,61.0,52.0,52.0,56.5,80.34024435405816,60.37/11.77
341,female,group C,high school,standard,none,88.55244636119265,73.0,63.0,63.0,68.0,88.55244636119265,71.11/10.6
342,female,group B,high school,standard,completed,78.5801854716753,76.0,74.0,74.0,75.0,78.5801854716753,75.52/1.9
343,male,group D,associate's degree,standard,completed,66.60071234531986,72.0,67.0,66.60071234531986,66.80035617265993,72.0,67.8/2.35
344,male,group D,some college,standard,none,70.9901796170869,73.0,67.0,67.0,68.99508980854344,73.0,69.4/2.61
345,female,group C,high school,standard,none,87.00383802305788,80.0,75.0,75.0,77.5,87.00383802305788,78.9/4.98
346,male,group B,some college,standard,none,78.88139333660496,61.0,57.0,57.0,59.0,78.88139333660496,62.58/9.26
347,female,group C,bachelor's degree,standard,completed,76.380864948041,94.0,95.0,76.380864948041,85.1904324740205,95.0,85.39/9.07
348,male,group D,high school,free/reduced,none,83.58927093709991,74.0,66.0,66.0,70.0,83.58927093709991,71.92/7.32
349,male,group E,associate's degree,standard,none,82.67984998098086,74.0,76.0,74.0,75.0,82.67984998098086,76.34/3.64
350,female,group B,bachelor's degree,standard,none,82.62277614546551,65.0,69.0,65.0,67.0,82.62277614546551,69.72/7.4
351,male,group E,some college,standard,none,60.27668492056576,57.0,52.0,52.0,54.5,60.27668492056576,55.16/3.53
352,female,group C,some college,standard,completed,97.91946702220925,78.0,80.0,78.0,79.0,97.91946702220925,82.58/8.61
353,female,group C,associate's degree,standard,none,58.56384730631572,58.0,57.0,57.0,57.5,58.56384730631572,57.61/0.67
354,female,group C,some college,standard,none,94.58586937120648,71.0,70.0,70.0,70.5,94.58586937120648,75.22/10.84
355,female,group B,bachelor's degree,standard,none,98.60700070990244,72.0,70.0,70.0,71.0,98.60700070990244,76.32/12.49
356,male,group A,associate's degree,standard,none,92.79321506721864,61.0,61.0,61.0,61.0,92.79321506721864,67.36/14.22
357,female,group C,some college,free/reduced,completed,64.81158871997744,66.0,69.0,64.81158871997744,65.40579435998872,69.0,66.01/1.74
358,male,group D,some college,free/reduced,none,90.38039976882632,62.0,61.0,61.0,61.5,90.38039976882632,67.18/12.98
359,female,group D,some college,standard,none,98.07561863085552,90.0,89.0,89.0,89.5,98.07561863085552,91.12/3.91
360,female,group B,high school,standard,none,73.76350276710089,62.0,59.0,59.0,60.5,73.76350276710089,62.85/6.22
361,male,group B,some high school,standard,completed,75.95831105463935,84.0,78.0,75.95831105463935,76.97915552731968,84.0,78.18/3.36
362,female,group C,some college,standard,none,78.74875614608996,58.0,58.0,58.0,58.0,78.74875614608996,62.15/9.28
363,female,group D,some high school,free/reduced,none,66.34556302320131,34.0,32.0,32.0,33.0,66.34556302320131,39.47/15.05
364,male,group C,some college,standard,none,80.1297240849823,60.0,58.0,58.0,59.0,80.1297240849823,63.03/9.6
365,male,group A,bachelor's degree,free/reduced,completed,95.04536619805845,58.0,60.0,58.0,59.0,95.04536619805845,66.01/16.25
366,male,group C,high school,standard,completed,86.86757642998556,58.0,53.0,53.0,55.5,86.86757642998556,61.27/14.46
367,male,group C,bachelor's degree,free/reduced,none,67.26592119756968,66.0,61.0,61.0,63.5,67.26592119756968,63.75/2.86
368,female,group A,some high school,free/reduced,none,89.93393543587575,64.0,58.0,58.0,61.0,89.93393543587575,66.19/13.51
369,female,group D,some high school,standard,none,80.76328394639862,84.0,85.0,80.76328394639862,82.38164197319931,85.0,82.58/1.9
370,male,group E,some college,standard,none,83.31496177279277,77.0,71.0,71.0,74.0,83.31496177279277,75.26/5.14
371,female,group C,some college,free/reduced,completed,60.58800838197296,73.0,70.0,60.58800838197296,65.29400419098648,73.0,65.89/5.57
372,male,group D,some high school,standard,none,61.07717437451122,74.0,72.0,61.07717437451122,66.53858718725562,74.0,66.94/6.01
373,female,group D,some college,standard,completed,74.3598680535375,97.0,96.0,74.3598680535375,85.17993402676875,97.0,85.38/11.08
374,female,group D,bachelor's degree,standard,none,95.16433181047464,70.0,73.0,70.0,71.5,95.16433181047464,75.93/10.82
375,male,group E,associate's degree,free/reduced,none,73.12371925006605,43.0,41.0,41.0,42.0,73.12371925006605,48.02/14.06
376,female,group D,some high school,standard,none,92.22457172276904,90.0,82.0,82.0,86.0,92.22457172276904,86.44/4.63
377,female,group D,master's degree,free/reduced,completed,68.6745380693738,95.0,100.0,68.6745380693738,81.8372690346869,100.0,82.84/14.53
378,female,group A,some high school,standard,none,55.44210854842072,83.0,77.0,55.44210854842072,66.22105427421036,83.0,67.42/12.48
379,male,group A,bachelor's degree,standard,none,60.163683877096695,64.0,62.0,60.163683877096695,61.08184193854835,64.0,61.48/1.6
380,female,group B,associate's degree,standard,none,63.48107689047808,86.0,83.0,63.48107689047808,73.24053844523904,86.0,73.84/10.57
381,male,group C,associate's degree,standard,completed,72.74656899211229,100.0,95.0,72.74656899211229,83.87328449605614,100.0,84.87/12.51
382,male,group C,master's degree,free/reduced,none,67.78697696569748,81.0,71.0,67.78697696569748,69.39348848284874,81.0,71.39/5.53
383,female,group E,some high school,free/reduced,none,94.1586588957838,49.0,45.0,45.0,47.0,94.1586588957838,56.03/21.38
384,female,group A,some high school,free/reduced,none,95.24754511327932,43.0,43.0,43.0,43.0,95.24754511327932,53.45/23.37
385,female,group E,some college,standard,none,85.91558493331883,76.0,75.0,75.0,75.5,85.91558493331883,77.48/4.73
386,female,group E,bachelor's degree,standard,none,71.00661943418118,73.0,70.0,70.0,70.50330971709059,73.0,70.9/1.24
387,female,group C,associate's degree,free/reduced,none,69.99207110204176,78.0,67.0,67.0,68.49603555102088,78.0,70.1/4.59
388,female,group D,high school,standard,none,68.17476104590708,64.0,64.0,64.0,64.0,68.17476104590708,64.83/1.87
389,male,group D,master's degree,standard,none,86.77435826956616,70.0,75.0,70.0,72.5,86.77435826956616,74.85/6.98
390,male,group E,some high school,free/reduced,completed,80.53698827075392,67.0,59.0,59.0,63.0,80.53698827075392,65.71/8.93
391,female,group D,some college,standard,none,63.61457135314505,68.0,77.0,63.61457135314505,65.80728567657252,77.0,67.61/5.56
392,male,group E,some college,standard,none,68.0513963992211,67.0,67.0,67.0,67.0,68.0513963992211,67.21/0.47
393,male,group C,associate's degree,standard,completed,55.89504577184444,54.0,56.0,54.0,54.94752288592222,56.0,54.97/0.97
394,female,group C,some high school,standard,completed,88.65433564001582,74.0,77.0,74.0,75.5,88.65433564001582,77.83/6.18
395,male,group A,high school,free/reduced,none,72.83169291188014,45.0,41.0,41.0,43.0,72.83169291188014,48.57/13.67
396,female,group B,high school,free/reduced,none,77.44621474213164,67.0,63.0,63.0,65.0,77.44621474213164,67.09/6.02
397,female,group C,associate's degree,standard,none,64.39094584057526,89.0,95.0,64.39094584057526,76.69547292028763,95.0,77.9/13.98
398,male,group B,some high school,standard,none,82.9908780076162,63.0,57.0,57.0,60.0,82.9908780076162,64.0/10.9
399,male,group D,some high school,standard,none,74.96909880099588,59.0,54.0,54.0,56.5,74.96909880099588,59.69/8.79
400,female,group C,some high school,standard,completed,86.18616932582404,54.0,67.0,54.0,60.5,86.18616932582404,64.34/13.35
401,male,group A,some college,standard,none,75.81178815525095,43.0,43.0,43.0,43.0,75.81178815525095,49.56/14.67
402,female,group A,some college,free/reduced,none,86.47316510003407,65.0,55.0,55.0,60.0,86.47316510003407,64.29/13.07
403,female,group D,high school,standard,completed,69.45505911300711,99.0,100.0,69.45505911300711,84.22752955650355,100.0,84.43/15.03
404,female,group C,high school,standard,none,73.5320739842934,59.0,62.0,59.0,60.5,73.5320739842934,62.81/6.12
405,female,group C,some high school,standard,none,85.72454714478184,73.0,68.0,68.0,70.5,85.72454714478184,73.04/7.39
406,male,group B,associate's degree,standard,completed,74.97952406295391,65.0,63.0,63.0,64.0,74.97952406295391,66.0/5.09
407,female,group B,associate's degree,standard,none,95.49899840591884,80.0,77.0,77.0,78.5,95.49899840591884,81.6/7.87
408,female,group D,high school,free/reduced,completed,96.23588142048088,57.0,56.0,56.0,56.5,96.23588142048088,64.35/17.83
409,male,group D,associate's degree,standard,completed,81.39325238334584,84.0,85.0,81.39325238334584,82.69662619167292,85.0,82.9/1.6
410,female,group D,master's degree,standard,completed,90.34562980655286,71.0,74.0,71.0,72.5,90.34562980655286,75.77/8.24
411,male,group E,some college,standard,completed,56.00843918129944,83.0,78.0,56.00843918129944,67.00421959064971,83.0,68.0/12.39
412,male,group D,associate's degree,standard,none,66.30373970673216,66.0,60.0,60.0,63.0,66.30373970673216,63.06/3.08
413,male,group B,some high school,standard,completed,84.04963619060396,67.0,67.0,67.0,67.0,84.04963619060396,70.41/7.62
414,female,group C,bachelor's degree,free/reduced,completed,77.71224058260593,72.0,79.0,72.0,74.85612029130297,79.0,75.11/3.21
415,male,group E,high school,standard,none,81.84048976017908,73.0,69.0,69.0,71.0,81.84048976017908,72.77/5.34
416,male,group C,bachelor's degree,standard,completed,76.73064523035552,74.0,68.0,68.0,71.0,76.73064523035552,71.55/3.82
417,male,group C,associate's degree,standard,none,55.5780294944631,73.0,67.0,55.5780294944631,61.28901474723155,73.0,62.49/7.55
418,male,group D,some college,standard,none,65.53175579513453,59.0,62.0,59.0,60.5,65.53175579513453,61.21/2.72
419,male,group E,high school,free/reduced,completed,96.24926325444866,56.0,54.0,54.0,55.0,96.24926325444866,63.05/18.58
420,female,group C,associate's degree,free/reduced,completed,55.47561097905332,93.0,93.0,55.47561097905332,74.23780548952666,93.0,74.24/18.76
421,female,group D,high school,standard,completed,89.82222390955613,58.0,64.0,58.0,61.0,89.82222390955613,66.16/13.46
422,female,group D,master's degree,free/reduced,completed,85.53316988129808,58.0,67.0,58.0,62.5,85.53316988129808,66.21/11.43
423,female,group A,some high school,standard,completed,73.53065798363112,85.0,80.0,73.53065798363112,76.76532899181555,85.0,77.77/4.85
424,male,group B,some college,free/reduced,none,77.93291786824783,39.0,34.0,34.0,36.5,77.93291786824783,44.29/18.92
425,female,group C,some college,free/reduced,none,70.26424670148435,67.0,62.0,62.0,64.5,70.26424670148435,65.15/3.53
426,male,group C,bachelor's degree,standard,none,78.86299896137936,83.0,86.0,78.86299896137936,80.93149948068968,86.0,81.53/3.03
427,male,group C,some high school,free/reduced,none,92.9203476292227,71.0,65.0,65.0,68.0,92.9203476292227,72.38/11.75
428,male,group A,some high school,free/reduced,none,90.0997212770695,59.0,53.0,53.0,56.0,90.0997212770695,62.22/15.78
429,male,group C,some high school,free/reduced,none,78.97222468310075,63.0,54.0,54.0,58.5,78.97222468310075,61.69/10.35
430,male,group C,associate's degree,free/reduced,none,68.19463128119901,66.0,59.0,59.0,62.5,68.19463128119901,62.94/4.13
431,female,group C,high school,standard,none,70.3966557244301,72.0,70.0,70.0,70.19832786221505,72.0,70.52/0.84
432,male,group C,high school,standard,none,66.77494900722536,56.0,55.0,55.0,55.5,66.77494900722536,57.65/5.12
433,female,group A,some high school,free/reduced,none,72.30140102749593,59.0,50.0,50.0,54.5,72.30140102749593,57.16/9.25
434,male,group C,some high school,standard,none,55.56529416976176,66.0,66.0,55.56529416976176,60.78264708488088,66.0,60.78/5.22
435,male,group C,some college,free/reduced,completed,86.30304946458064,48.0,53.0,48.0,50.5,86.30304946458064,57.16/16.42
436,male,group D,associate's degree,standard,none,58.71659987710054,68.0,64.0,58.71659987710054,61.358299938550275,68.0,62.16/3.93
437,male,group D,associate's degree,free/reduced,none,85.93932964382097,66.0,73.0,66.0,69.5,85.93932964382097,72.09/8.27
438,male,group C,high school,standard,none,83.03904550706443,56.0,51.0,51.0,53.5,83.03904550706443,58.91/13.65
439,male,group D,some high school,standard,completed,94.39355767067852,88.0,82.0,82.0,85.0,94.39355767067852,86.28/5.17
440,female,group C,some college,standard,completed,82.87012036478657,81.0,79.0,79.0,80.0,82.87012036478657,80.37/1.62
441,female,group D,high school,standard,none,61.14193344971065,81.0,80.0,61.14193344971065,70.57096672485532,81.0,70.77/9.69
442,female,group A,some high school,free/reduced,none,65.83644213644418,73.0,69.0,65.83644213644418,67.4182210682221,73.0,68.22/2.98
443,female,group B,associate's degree,standard,none,74.04155363706437,83.0,76.0,74.04155363706437,75.02077681853218,83.0,76.42/3.77
444,male,group A,some high school,free/reduced,none,86.95640908293605,82.0,73.0,73.0,77.5,86.95640908293605,78.49/6.03
445,female,group C,some high school,standard,completed,56.42643151274706,74.0,77.0,56.42643151274706,65.21321575637353,77.0,65.81/9.6
446,male,group D,some college,free/reduced,none,80.62911325011422,66.0,60.0,60.0,63.0,80.62911325011422,65.93/8.59
447,male,group C,high school,standard,completed,95.29919666096735,81.0,80.0,80.0,80.5,95.29919666096735,83.36/6.69
448,male,group B,high school,standard,none,83.99196781272289,46.0,42.0,42.0,44.0,83.99196781272289,51.6/18.18
449,male,group B,associate's degree,standard,none,69.67296000358414,73.0,72.0,69.67296000358414,70.83648000179207,73.0,71.04/1.46
450,female,group C,some college,free/reduced,completed,70.14933901227744,85.0,85.0,70.14933901227744,77.57466950613872,85.0,77.57/7.43
451,female,group E,some college,standard,none,68.66615385389697,92.0,97.0,68.66615385389697,80.33307692694848,97.0,81.33/13.05
452,female,group C,associate's degree,free/reduced,none,86.1955894473814,77.0,74.0,74.0,75.5,86.1955894473814,77.34/5.1
453,male,group C,some college,free/reduced,none,55.27343389702333,58.0,49.0,49.0,52.13671694851166,58.0,52.68/3.95
454,female,group C,associate's degree,free/reduced,none,74.27829592042266,61.0,62.0,61.0,61.5,74.27829592042266,63.96/5.79
455,male,group C,bachelor's degree,free/reduced,none,90.70388729034636,56.0,47.0,47.0,51.5,90.70388729034636,58.44/18.42
456,female,group D,bachelor's degree,standard,none,87.23912966796378,89.0,89.0,87.23912966796378,88.11956483398188,89.0,88.12/0.88
457,male,group D,associate's degree,free/reduced,none,82.21913898749473,54.0,48.0,48.0,51.0,82.21913898749473,56.64/14.51
458,female,group E,bachelor's degree,standard,none,64.74640859882653,100.0,100.0,64.74640859882653,82.37320429941326,100.0,82.37/17.63
459,male,group B,high school,standard,completed,64.11118389261121,65.0,68.0,64.11118389261121,64.55559194630561,68.0,65.16/1.63
460,male,group C,bachelor's degree,free/reduced,none,57.699345166422425,58.0,55.0,55.0,56.349672583211216,58.0,56.41/1.43
461,male,group B,some college,free/reduced,none,80.87974694387901,54.0,45.0,45.0,49.5,80.87974694387901,54.88/15.01
462,female,group E,some college,standard,none,55.20599007388724,70.0,76.0,55.20599007388724,62.602995036943625,76.0,63.8/9.17
463,female,group C,some college,free/reduced,none,59.96783715226632,90.0,91.0,59.96783715226632,74.98391857613316,91.0,75.18/15.27
464,male,group A,bachelor's degree,standard,completed,62.09617793975185,58.0,62.0,58.0,60.0,62.09617793975185,60.02/2.02
465,female,group C,some college,standard,none,82.11998056399361,87.0,91.0,82.11998056399361,84.5599902819968,91.0,85.36/3.75
466,female,group D,associate's degree,free/reduced,none,89.13841920006632,31.0,38.0,31.0,34.5,89.13841920006632,44.73/25.0
467,male,group A,high school,free/reduced,completed,82.68361648025561,67.0,65.0,65.0,66.0,82.68361648025561,69.14/7.62
468,female,group A,high school,free/reduced,completed,77.2182084075713,88.0,85.0,77.2182084075713,81.10910420378565,88.0,81.71/4.77
469,male,group C,some college,standard,none,83.92411166136773,74.0,76.0,74.0,75.0,83.92411166136773,76.58/4.19
